price,rooms,size_sqm,floor,address,link,source,price_per_sqm
12500.0,5.0,150.0,4,"טרקלין נדל""ן Keller Williams | יאיר רוזנבלום",https://www.yad2.co.il/realestate/item/center-and-sharon/y91zi6zh?opened-from=feed&component-type=main_feed&spot=platinum&location=1,rent,83.33
16500.0,6.0,174.0,5,"אחוזת הנדל""ן | נווה זמר",https://www.yad2.co.il/realestate/item/center-and-sharon/vadjjigj?opened-from=feed&component-type=main_feed&spot=platinum&location=2,rent,94.83
12500.0,5.0,183.0,6,החל מ- | בנימין וולפוביץ',https://www.yad2.co.il/realestate/item/center-and-sharon/bss1jx6z?opened-from=feed&component-type=main_feed&spot=look_alike&location=999,rent,68.31
10700.0,4.0,110.0,1,"משה וילנסקי 14 | דירה, נווה זמר, רעננה",https://www.yad2.co.il/realestate/item/center-and-sharon/q717g0b3?opened-from=feed&component-type=main_feed&spot=standard&location=3,rent,97.27
9900.0,5.0,120.0,4,"אהוד מנור 8 | דירה, נווה זמר, רעננה",https://www.yad2.co.il/realestate/item/center-and-sharon/605cpzkf?opened-from=feed&component-type=main_feed&spot=standard&location=4,rent,82.5
3500.0,4.0,180.0,1,"יצחק גרציאני 1 | דירה, נווה זמר, רעננה",https://www.yad2.co.il/realestate/item/center-and-sharon/vpmxa1so?opened-from=feed&component-type=main_feed&spot=standard&location=5,rent,19.44
9900.0,5.0,136.0,1,"אהוד מנור 12 | דירה, נווה זמר, רעננה",https://www.yad2.co.il/realestate/item/center-and-sharon/kmctzk54?opened-from=feed&component-type=main_feed&spot=standard&location=6,rent,72.79
5900000.0,5.0,,7,פרויקט חדש | פרץ בוני הנגב ברעננה,https://www.yad2.co.il/yad1/project/center-and-sharon/7454/apartment/1001970?wat=1_0_0_0_22_0_0_8_0_1_55_0_0_77&isRegion=true&matchPrecision=partial&isAbTest=true&site=_inres_x1_l_15208_r_ws_ListingPro_1001970,rent,
18000.0,6.0,350.0,5,Sea Real Estate | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/c2o9n1dn?opened-from=feed&component-type=main_feed&spot=standard&location=9,rent,51.43
,6.0,170.0,5,"אחוזת הנדל""ן | לא צוין מחיר",https://www.yad2.co.il/realestate/item/center-and-sharon/asitrb5i?opened-from=feed&component-type=main_feed&spot=standard&location=10,rent,
11700.0,5.0,145.0,2,Sea Real Estate | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/g6cal2rx?opened-from=feed&component-type=main_feed&spot=standard&location=11,rent,80.69
9500.0,4.0,110.0,2,Sea Real Estate | משה וילנסקי,https://www.yad2.co.il/realestate/item/center-and-sharon/cnobgog3?opened-from=feed&component-type=main_feed&spot=standard&location=12,rent,86.36
,5.0,126.0,3,"אחוזת הנדל""ן | לא צוין מחיר",https://www.yad2.co.il/realestate/item/center-and-sharon/ypxrzn67?opened-from=feed&component-type=main_feed&spot=standard&location=13,rent,
10500.0,4.0,153.0,קרקע,Shai Shahar | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/hll5v2z0?opened-from=feed&component-type=main_feed&spot=standard&location=14,rent,68.63
12500.0,5.0,150.0,4,"טרקלין נדל""ן Keller Williams | יאיר רוזנבלום",https://www.yad2.co.il/realestate/item/center-and-sharon/y91zi6zh?opened-from=feed&component-type=main_feed&spot=standard&location=15,rent,83.33
11900.0,5.0,185.0,קרקע,בלזם נכסים | יצחק גרציאני,https://www.yad2.co.il/realestate/item/center-and-sharon/zpbgurld?opened-from=feed&component-type=main_feed&spot=standard&location=16,rent,64.32
8800.0,4.0,108.0,4,RICASA | עוזי חיטמן,https://www.yad2.co.il/realestate/item/center-and-sharon/uziow445?opened-from=feed&component-type=main_feed&spot=standard&location=17,rent,81.48
9200.0,5.0,124.0,1,"אחוזת הנדל""ן | דירה",https://www.yad2.co.il/realestate/item/center-and-sharon/gi8exseu?opened-from=feed&component-type=main_feed&spot=standard&location=18,rent,74.19
13000.0,5.0,150.0,5,"ירד ב-2,000 ₪ | איצקוביץ נכסים",https://www.yad2.co.il/realestate/item/center-and-sharon/kgydsjtp?opened-from=feed&component-type=main_feed&spot=standard&location=19,rent,86.67
17000.0,6.0,250.0,7,סוקולוב נכסים | שושנה דמארי,https://www.yad2.co.il/realestate/item/center-and-sharon/pw2r4ms7?opened-from=feed&component-type=main_feed&spot=standard&location=20,rent,68.0
16500.0,6.0,174.0,5,"אחוזת הנדל""ן | נווה זמר",https://www.yad2.co.il/realestate/item/center-and-sharon/vadjjigj?opened-from=feed&component-type=main_feed&spot=standard&location=21,rent,94.83
14250.0,6.0,250.0,5,ירד ב-450 ₪ | iz.il 1 home,https://www.yad2.co.il/realestate/item/center-and-sharon/bhfrwffo?opened-from=feed&component-type=main_feed&spot=standard&location=22,rent,57.0
16000.0,6.0,180.0,5,"מרחב פתרונות בנדל""ן | שושנה דמארי",https://www.yad2.co.il/realestate/item/center-and-sharon/vvpl1de5?opened-from=feed&component-type=main_feed&spot=standard&location=23,rent,88.89
8200.0,4.0,105.0,3,TWO Shiri & Maya | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/9ak9s5db?opened-from=feed&component-type=main_feed&spot=standard&location=24,rent,78.1
9900.0,5.0,137.0,3,TWO Shiri & Maya | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/3ownnmna?opened-from=feed&component-type=main_feed&spot=standard&location=25,rent,72.26
8600.0,4.0,106.0,4,"שני פרי נדל""ן | עפרה חזה",https://www.yad2.co.il/realestate/item/center-and-sharon/w53m86w1?opened-from=feed&component-type=main_feed&spot=standard&location=26,rent,81.13
9100.0,5.0,127.0,2,Home-Israel | עוזי חיטמן,https://www.yad2.co.il/realestate/item/center-and-sharon/62pn4b69?opened-from=feed&component-type=main_feed&spot=standard&location=27,rent,71.65
9650.0,5.0,130.0,1,קבוצת כהן | נווה זמר,https://www.yad2.co.il/realestate/item/center-and-sharon/570zu9h7?opened-from=feed&component-type=main_feed&spot=standard&location=28,rent,74.23
